"","WBID","WATERBODY_NAME","NewUse","Use","CharacteristicName","ResultSampleFractionText","Assessed","binomial","No","Yes","sampcount","existimpair","paramcarryforward","newassess","actualsampneed","provassess","provdate","provcomment","provdatetext"
"8788","15030104-001","COLORADO RIVER ","AGI","AGI","CHROMIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8789","15030104-001","COLORADO RIVER ","AGL","AGL","CHROMIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8790","15030104-001","COLORADO RIVER ","DWS","DWS","CHROMIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8791","15030104-001","COLORADO RIVER ","AGI","AGI","COPPER","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8792","15030104-001","COLORADO RIVER ","AGL","AGL","COPPER","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8793","15030104-001","COLORADO RIVER ","DWS","DWS","COPPER","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8794","15030104-001","COLORADO RIVER ","FBC","FBC","COPPER","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8795","15030104-001","COLORADO RIVER ","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Meeting criteria","Yes",56,1,57,"No","Current",2,0,2,NA,NA,NA
"8796","15030104-001","COLORADO RIVER ","DWS","DWS","FLUORIDE","Total","Meeting criteria","Yes",55,0,55,"No","Current",2,0,2,NA,NA,NA
"8797","15030104-001","COLORADO RIVER ","FBC","FBC","FLUORIDE","Total","Meeting criteria","Yes",55,0,55,"No","Current",2,0,2,NA,NA,NA
"8798","15030104-001","COLORADO RIVER ","DWS","DWS","INORGANIC NITROGEN (NITRATE AND NITRITE)","Total","Meeting criteria","Yes",56,0,56,"No","Current",2,0,2,NA,NA,NA
"8799","15030104-001","COLORADO RIVER ","AGI","AGI","LEAD","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8800","15030104-001","COLORADO RIVER ","AGL","AGL","LEAD","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8801","15030104-001","COLORADO RIVER ","DWS","DWS","LEAD","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8802","15030104-001","COLORADO RIVER ","FBC","FBC","LEAD","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8803","15030104-001","COLORADO RIVER ","AGI","AGI","MANGANESE","Total","Meeting criteria","Yes",55,0,55,"No","Current",2,0,2,NA,NA,NA
"8804","15030104-001","COLORADO RIVER ","DWS","DWS","MANGANESE","Total","Meeting criteria","Yes",55,0,55,"No","Current",2,0,2,NA,NA,NA
"8805","15030104-001","COLORADO RIVER ","FBC","FBC","MANGANESE","Total","Meeting criteria","Yes",55,0,55,"No","Current",2,0,2,NA,NA,NA
"8806","15030104-001","COLORADO RIVER ","AGL","AGL","MERCURY","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8807","15030104-001","COLORADO RIVER ","DWS","DWS","MERCURY","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8808","15030104-001","COLORADO RIVER ","FBC","FBC","MERCURY","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8809","15030104-001","COLORADO RIVER ","AGI","AGI","PH","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"8810","15030104-001","COLORADO RIVER ","AGL","AGL","PH","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"8811","15030104-001","COLORADO RIVER ","AWWChronic","AWW","PH","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"8812","15030104-001","COLORADO RIVER ","DWS","DWS","PH","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"8813","15030104-001","COLORADO RIVER ","FBC","FBC","PH","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"8814","15030104-001","COLORADO RIVER ","AGI","AGI","SELENIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8815","15030104-001","COLORADO RIVER ","AGL","AGL","SELENIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8816","15030104-001","COLORADO RIVER ","DWS","DWS","SELENIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8817","15030104-001","COLORADO RIVER ","FBC","FBC","SELENIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8818","15030104-001","COLORADO RIVER ","FC","FC","SELENIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8819","15030104-001","COLORADO RIVER ","AGI","AGI","ZINC","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8820","15030104-001","COLORADO RIVER ","AGL","AGL","ZINC","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8821","15030104-001","COLORADO RIVER ","DWS","DWS","ZINC","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8822","15030104-001","COLORADO RIVER ","FBC","FBC","ZINC","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8823","15030104-001","COLORADO RIVER ","FC","FC","ZINC","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"8824","15030104-0010","A","FBC","FBC","ANTIMONY","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8825","15030104-0010","A","FC","FC","ANTIMONY","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8826","15030104-0010","A","FBC","FBC","ARSENIC","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"8827","15030104-0010","A","FC","FC","ARSENIC","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"8828","15030104-0010","A","FBC","FBC","BARIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8829","15030104-0010","A","FBC","FBC","BERYLLIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8830","15030104-0010","A","FC","FC","BERYLLIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8831","15030104-0010","A","FBC","FBC","BORON","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8832","15030104-0010","A","FBC","FBC","CADMIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"8833","15030104-0010","A","FC","FC","CADMIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"8834","15030104-0010","A","FBC","FBC","COPPER","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"8835","15030104-0010","A","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8836","15030104-0010","A","FBC","FBC","FLUORIDE","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8837","15030104-0010","A","FBC","FBC","LEAD","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8838","15030104-0010","A","FBC","FBC","MANGANESE","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8839","15030104-0010","A","FBC","FBC","MERCURY","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"8840","15030104-0010","A","FBC","FBC","NICKEL","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8841","15030104-0010","A","FC","FC","NICKEL","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8842","15030104-0010","A","AWWChronic","AWW","PH","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8843","15030104-0010","A","FBC","FBC","PH","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8844","15030104-0010","A","FBC","FBC","SELENIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8845","15030104-0010","A","FC","FC","SELENIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8846","15030104-0010","A","FBC","FBC","SILVER","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8847","15030104-0010","A","FC","FC","SILVER","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8848","15030104-0010","A","FBC","FBC","THALLIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8849","15030104-0010","A","FC","FC","THALLIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8850","15030104-0010","A","FBC","FBC","URANIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8851","15030104-0010","A","FBC","FBC","ZINC","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"8852","15030104-0010","A","FC","FC","ZINC","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"8853","15030104-0020","A","FBC","FBC","ANTIMONY","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8854","15030104-0020","A","FC","FC","ANTIMONY","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8855","15030104-0020","A","FBC","FBC","ARSENIC","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"8856","15030104-0020","A","FC","FC","ARSENIC","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"8857","15030104-0020","A","FBC","FBC","BARIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8858","15030104-0020","A","FBC","FBC","BERYLLIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8859","15030104-0020","A","FC","FC","BERYLLIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8860","15030104-0020","A","FBC","FBC","BORON","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8861","15030104-0020","A","FBC","FBC","CADMIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"8862","15030104-0020","A","FC","FC","CADMIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"8863","15030104-0020","A","FBC","FBC","COPPER","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"8864","15030104-0020","A","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8865","15030104-0020","A","FBC","FBC","FLUORIDE","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8866","15030104-0020","A","FBC","FBC","LEAD","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8867","15030104-0020","A","FBC","FBC","MANGANESE","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8868","15030104-0020","A","FBC","FBC","MERCURY","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"8869","15030104-0020","A","FBC","FBC","NICKEL","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8870","15030104-0020","A","FC","FC","NICKEL","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8871","15030104-0020","A","AWWChronic","AWW","PH","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8872","15030104-0020","A","FBC","FBC","PH","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8873","15030104-0020","A","FBC","FBC","SELENIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8874","15030104-0020","A","FC","FC","SELENIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8875","15030104-0020","A","FBC","FBC","SILVER","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8876","15030104-0020","A","FC","FC","SILVER","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8877","15030104-0020","A","FBC","FBC","THALLIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8878","15030104-0020","A","FC","FC","THALLIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8879","15030104-0020","A","FBC","FBC","URANIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"8880","15030104-0020","A","FBC","FBC","ZINC","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"8881","15030104-0020","A","FC","FC","ZINC","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"8882","15030104-008","COLORADO RIVER ","AGI","AGI","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8883","15030104-008","COLORADO RIVER ","AGL","AGL","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8884","15030104-008","COLORADO RIVER ","DWS","DWS","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8885","15030104-008","COLORADO RIVER ","FBC","FBC","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8886","15030104-008","COLORADO RIVER ","FC","FC","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8887","15030104-008","COLORADO RIVER ","DWS","DWS","BERYLLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8888","15030104-008","COLORADO RIVER ","FBC","FBC","BERYLLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8889","15030104-008","COLORADO RIVER ","FC","FC","BERYLLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8890","15030104-008","COLORADO RIVER ","AGI","AGI","BORON","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8891","15030104-008","COLORADO RIVER ","DWS","DWS","BORON","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8892","15030104-008","COLORADO RIVER ","FBC","FBC","BORON","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8893","15030104-008","COLORADO RIVER ","AGI","AGI","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8894","15030104-008","COLORADO RIVER ","AGL","AGL","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8895","15030104-008","COLORADO RIVER ","DWS","DWS","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8896","15030104-008","COLORADO RIVER ","FBC","FBC","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8897","15030104-008","COLORADO RIVER ","FC","FC","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8898","15030104-008","COLORADO RIVER ","AGI","AGI","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8899","15030104-008","COLORADO RIVER ","AGL","AGL","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8900","15030104-008","COLORADO RIVER ","DWS","DWS","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8901","15030104-008","COLORADO RIVER ","FBC","FBC","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8902","15030104-008","COLORADO RIVER ","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"8903","15030104-008","COLORADO RIVER ","DWS","DWS","FLUORIDE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8904","15030104-008","COLORADO RIVER ","FBC","FBC","FLUORIDE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8905","15030104-008","COLORADO RIVER ","DWS","DWS","INORGANIC NITROGEN (NITRATE AND NITRITE)","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"8906","15030104-008","COLORADO RIVER ","AGI","AGI","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8907","15030104-008","COLORADO RIVER ","AGL","AGL","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8908","15030104-008","COLORADO RIVER ","DWS","DWS","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8909","15030104-008","COLORADO RIVER ","FBC","FBC","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8910","15030104-008","COLORADO RIVER ","AGI","AGI","MANGANESE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8911","15030104-008","COLORADO RIVER ","DWS","DWS","MANGANESE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8912","15030104-008","COLORADO RIVER ","FBC","FBC","MANGANESE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8913","15030104-008","COLORADO RIVER ","DWS","DWS","NICKEL","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8914","15030104-008","COLORADO RIVER ","FBC","FBC","NICKEL","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8915","15030104-008","COLORADO RIVER ","FC","FC","NICKEL","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8916","15030104-008","COLORADO RIVER ","AGI","AGI","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8917","15030104-008","COLORADO RIVER ","AGL","AGL","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8918","15030104-008","COLORADO RIVER ","DWS","DWS","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8919","15030104-008","COLORADO RIVER ","FBC","FBC","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8920","15030104-008","COLORADO RIVER ","FC","FC","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8921","15030104-008","COLORADO RIVER ","AGI","AGI","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8922","15030104-008","COLORADO RIVER ","AGL","AGL","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8923","15030104-008","COLORADO RIVER ","DWS","DWS","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8924","15030104-008","COLORADO RIVER ","FBC","FBC","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8925","15030104-008","COLORADO RIVER ","FC","FC","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8926","15030104-009","COLORADO RIVER ","AGI","AGI","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8927","15030104-009","COLORADO RIVER ","AGL","AGL","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8928","15030104-009","COLORADO RIVER ","DWS","DWS","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8929","15030104-009","COLORADO RIVER ","FBC","FBC","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8930","15030104-009","COLORADO RIVER ","FC","FC","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8931","15030104-009","COLORADO RIVER ","DWS","DWS","BERYLLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8932","15030104-009","COLORADO RIVER ","FBC","FBC","BERYLLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8933","15030104-009","COLORADO RIVER ","FC","FC","BERYLLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8934","15030104-009","COLORADO RIVER ","AGI","AGI","BORON","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8935","15030104-009","COLORADO RIVER ","DWS","DWS","BORON","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8936","15030104-009","COLORADO RIVER ","FBC","FBC","BORON","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8937","15030104-009","COLORADO RIVER ","AGI","AGI","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8938","15030104-009","COLORADO RIVER ","AGL","AGL","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8939","15030104-009","COLORADO RIVER ","DWS","DWS","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8940","15030104-009","COLORADO RIVER ","FBC","FBC","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8941","15030104-009","COLORADO RIVER ","FC","FC","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8942","15030104-009","COLORADO RIVER ","AGI","AGI","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8943","15030104-009","COLORADO RIVER ","AGL","AGL","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8944","15030104-009","COLORADO RIVER ","DWS","DWS","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8945","15030104-009","COLORADO RIVER ","FBC","FBC","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8946","15030104-009","COLORADO RIVER ","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"8947","15030104-009","COLORADO RIVER ","DWS","DWS","FLUORIDE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8948","15030104-009","COLORADO RIVER ","FBC","FBC","FLUORIDE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8949","15030104-009","COLORADO RIVER ","DWS","DWS","INORGANIC NITROGEN (NITRATE AND NITRITE)","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"8950","15030104-009","COLORADO RIVER ","AGI","AGI","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8951","15030104-009","COLORADO RIVER ","AGL","AGL","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8952","15030104-009","COLORADO RIVER ","DWS","DWS","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8953","15030104-009","COLORADO RIVER ","FBC","FBC","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8954","15030104-009","COLORADO RIVER ","AGI","AGI","MANGANESE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8955","15030104-009","COLORADO RIVER ","DWS","DWS","MANGANESE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8956","15030104-009","COLORADO RIVER ","FBC","FBC","MANGANESE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8957","15030104-009","COLORADO RIVER ","DWS","DWS","NICKEL","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8958","15030104-009","COLORADO RIVER ","FBC","FBC","NICKEL","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8959","15030104-009","COLORADO RIVER ","FC","FC","NICKEL","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8960","15030104-009","COLORADO RIVER ","AGI","AGI","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8961","15030104-009","COLORADO RIVER ","AGL","AGL","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8962","15030104-009","COLORADO RIVER ","DWS","DWS","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8963","15030104-009","COLORADO RIVER ","FBC","FBC","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8964","15030104-009","COLORADO RIVER ","FC","FC","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8965","15030104-009","COLORADO RIVER ","AGI","AGI","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8966","15030104-009","COLORADO RIVER ","AGL","AGL","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8967","15030104-009","COLORADO RIVER ","DWS","DWS","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8968","15030104-009","COLORADO RIVER ","FBC","FBC","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8969","15030104-009","COLORADO RIVER ","FC","FC","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8970","15030104-013","COLORADO RIVER ","AGI","AGI","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8971","15030104-013","COLORADO RIVER ","AGL","AGL","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8972","15030104-013","COLORADO RIVER ","DWS","DWS","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8973","15030104-013","COLORADO RIVER ","FBC","FBC","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"8974","15030104-013","COLORADO RIVER ","FC","FC","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
